id,title,content,parent_data,level,description
274.0002,三、诊断与鉴别诊断,（一）诊断要点患者出现以下表现，应考虑诊断：1.患者存在两种或两种以上不同的身份或人格状态，每一种有自己相对持久的感知、思维、与环境作用和自身的行为方式。2.至少有两种身份或人格状态反复控制着患者的行为。3.不能回忆某些重要的个人信息，其程度通常无法用健忘来解释。4.这些障碍不是由于物质使用或其他医学情况所致。（二）鉴别诊断儿童富于幻想，常有丰富的白日梦，须与儿童病理性的分离性身份障碍仔细鉴别。强迫症患者的对立思维与此不同，患者体验到的是同一个人（自己）有互相反对、抵触的观念，没有身份认同障碍。诈病者常夸大、撒谎，利用症状来解释反社会行为；而分离性身份障碍患者通常会感到困惑、矛盾、羞愧，并因其症状和创伤史而苦恼。此外，精神分裂症、情感障碍、焦虑障碍、创伤后应激障碍、人格障碍、神经认知障碍、边缘性人格障碍、癫痫、躯体不适障碍、做作性障碍等均要与分离性身份障碍进行鉴别。,"[0.0002, 246.0002, 271.0002, 274.0002]",3.0,分离性身份障碍的诊断要点包括多重身份、记忆缺失、不受物质影响；需与幻想、强迫症、诈病等鉴别。
275.0002,四、治疗原则,总原则和可用方法见本章第一节。（一）心理治疗认知干预可帮助患者逐渐认识到分离的部分，并逐渐整合。催眠治疗用来营造轻松的精神状态，可以在不太焦虑状态下讨论消极的生活事件，减轻闪回、分离性幻觉和附体体验等症状，去除隔离他们情感和记忆的心理屏障。家庭、夫妻治疗和系统理论有助于那些主观上将自我体验与家庭、同伴关系复杂化的患者，稳定家庭关系和处理常见症状；帮助家庭成员更有效地应对患者的分离性身份障碍和创伤后应激障碍的症状。有的患者对亲密接触产生强烈的恐惧，夫妻性治疗可以有所帮助。（二）药物治疗抗抑郁药有减轻抑郁和稳定情绪的作用。选择性５－羟色胺再摄取抑制剂（SSRIs）、５-羟色胺和去甲肾上腺素再摄取抑制剂（SNRI）类药物、三环类和单胺氧化酶（monoamine oxidase，MAO）抑制剂等抗抑郁药、β受体阻滞剂、抗惊厥药和苯二氮?类药物都可以减少分离性身份障碍患者的侵入性症状、警觉性增高和焦虑。对一些 EEG 异常的患者，卡马西平可能减少攻击行为。有强迫症状的患者可能会对抗强迫药物与抗抑郁药有效。纳曲酮可能对创伤患者的反复自伤行为的改善有帮助。非典型抗精神病药物对于分离性身份障碍患者的过度焦虑和侵入性症状可能比典型的抗精神病药更有效和有更好的耐受性。氯氮平可能对长期患有分离性身份障碍的患者有效。（三）物理治疗对于一些患者，改良电抽搐治疗（modified electro- convulsivetherapy，MECT）有助于改善难治性心境障碍，并且不会加重分离性记忆障碍。,"[0.0002, 246.0002, 271.0002, 275.0002]",3.0,认知干预、催眠治疗、家庭治疗、药物治疗、物理治疗等方法可帮助分离性身份障碍患者处理症状。
276.0002,第十章 躯体症状及相关障碍,ICD-11 中采用了一组新的诊断类别，即躯体不适或躯体体验障碍（bodily distress disorder，BDD 或 bodily experience disorder，BED），取代了 ICD-10 中的躯体形式障碍类别。这个诊断类别下包括躯体不适障碍或躯体体验障碍、身体一致性烦恼两个特征类型。这一变化的内涵与 2013 年发布的 DSM-5 相似。由于 ICD-11 尚未公开发布疾病描述和操作性诊断标准，故本章疾病类别名称和诊断标准内容以DSM-5 作为基本依据。,"[0.0002, 276.0002]",1.0,躯体症状及相关障碍，包括新的ICD-11分类下的躯体不适或躯体体验障碍，以及疾病焦虑障碍、做作性障碍和影响其他躯体疾病的心理因素。本章强调了这些障碍的诊断更新、心理与生理相互作用的复杂性
277.0002,第一节 躯体症状障碍,,"[0.0002, 276.0002, 277.0002]",2.0,躯体症状障碍是一种精神障碍，常伴焦虑、抑郁，治疗目标包括减轻症状、管理危险因素、心理治疗和药物治疗。
278.0002,一、概述,"躯体症状障碍（somatic symptom disorder, SSD）描述的是当患者有一个或多个躯体症状时，产生对这些躯体症状的过度困扰，出现过度的情绪激活和（或）过度的疾病相关行为，并由此导致显著的痛苦和（或）功能受损。患者的躯体症状既可以用一个已识别的医学疾病解释，也可以不符合任何医学疾病的诊断。也就是说，躯体症状障碍的识别和诊断并不强调躯体症状本身能否由器质性或功能性躯体疾病解释，而是强调当身体出现症状后个体的认知、情绪、行为等精神症状的特征、规律和后果。关于躯体症状障碍发生率的研究资料较少，据之前对躯体形式障碍的研究推测，躯体症状障碍在普通人群中的发生率为 4%～6%，在初级诊疗中的发生率为 5%～35%。躯体症状障碍患者焦虑、抑郁等负面情绪更多，生活质量更差，使用医疗资源更多。躯体症状障碍患者的相关危险因素可能包括：女性、低受教育水平、低社会经济水平，童年慢性疾病史、虐待或其他创伤、共病躯体疾病（尤其老年患者）、共病精神障碍（尤其抑郁或焦虑障碍）、慢性病家族史等。","[0.0002, 276.0002, 277.0002, 278.0002]",3.0,躯体症状障碍是对躯体症状过度困扰的精神障碍，发生率为4%-6%，患者常伴焦虑、抑郁，危险因素包括女性、低教育水平等。
279.0002,二、病因因素及心理病理机制,躯体症状障碍的病因和心理病理机制仍不清楚。已知人对躯体症状的感知会受到态度、信念和心理压力的影响。尤其当个人对躯体健康存在不切实际的观念、错误假设以及对躯体症状的过分关注、灾难化想象时，容易在出现躯体症状时激活过度的焦虑，这又令患者对躯体症状的感受更加敏感，并由此形成恶性循环。研究发现，成长发育时期对情绪的觉察能力低和负性情绪水平高的儿童更容易报告躯体症状，并且这一倾向会持续到成年。此外，童年时期家庭成员罹患慢性疾病，童年时期被忽视、受到躯体虐待也可能成年后更易报告躯体症状和频繁就医。还有研究发现，出现躯体症状后，如果存在慢性应激、不合理的应对方式、就医求诊失望、疾病角色加强、继发获益等因素有可能使症状更加持续，病情变得更加复杂。,"[0.0002, 276.0002, 277.0002, 279.0002]",3.0,躯体症状障碍可能受到态度、信念、心理压力影响，童年负性情绪、家庭环境、不良应对方式等因素也可能导致症状持续复杂化。
280.0002,三、临床特征与评估,（一）临床特征躯体症状障碍患者的突出临床特征是躯体症状造成的痛苦感和对躯体症状或健康的过度思虑、担心和（或）行为并导致患者功能损害。在遇到以下线索时医生需要想到对患者进行躯体症状障碍的相关评估：①现病史描述不清、前后不一致或涉及多系统不适症状；②虽然进行了充分检查和解释，患者的健康焦虑仍不能缓解；③将正常的生理感受归因为疾病问题；④重复检查；⑤避免体育活动等回避行为；⑥对药物副作用十分敏感；⑦对同样的症状反复看多位医生；⑧医患关系令医生感到很受挫折。1.躯体症状了解症状的部位、性质、严重程度、频率、持续时间、诱因、加重／缓解因素、伴随症状。2.患病观念与行为通过问诊了解患者对躯体症状的情绪反应；对病因、后果的判断；是否存在疑病观念甚至妄想；由此产生的行为应对，如就医模式、对诊疗的态度、某些回避行为等。3.个人史及家庭社会背景需要了解的内容包括：原生家庭成员、出生成长史（是否存在幼年、童年、青少年被忽视、虐待的经历）、教育经历、工作经历、婚恋经历、目前的婚姻家庭状态、重要的应激事件及其应对方式、宗教信仰、经济状况等，旨在全面掌握患者的人格结构、性格特质、人际关系模式、社会支持和系统资源等。4.功能状态躯体症状出现后对患者家庭功能、社会功能、重要人际关系（包括医患关系）的影响及严重程度是接下来需要评估的重点。探索可能存在的原发获益和继发获益。5.其他信息是否存在精神病性症状、情绪症状、物质使用问题。既往史：既往健康状况，既往是否存在其他或类似的躯体症状及其转归。家族史：家族中重大疾病史、精神类疾病史和出现类似症状的情况。6.分级评估诊治躯体症状为主诉的患者，需要对其进行分级，帮助医生判断治疗难度及预后。（1）病情较轻：患者经历躯体症状（尤其在压力较大的环境中）的时间较短，症状的严重程度低，未引起严重的功能受损，愿意和医生讨论社会心理因素。复杂水平最低，预后良好。（2）病情较重：患者的躯体症状持续时间相对较长，有一定程度的功能障碍。症状有一定的复杂性，存在共病，常并发心理、精神障碍。这使得医生和患者对治疗的选择变得复杂化，容易使关注点放在明显的躯体或精神障碍上，从而忽略引起多重躯体症状和高健康焦虑的因素。如果在评估时未注意该情况则会影响治疗而导致预后不佳。（3）病情严重：患者有持久的躯体症状，有明显功能障碍或功能丧失。医患关系可能存在严重的问题，患者频繁在医院间转诊的情况较明显，并可能住院治疗甚至接受手术。患者可能执着于争取与实际情况不符的医疗或法律诉求。（二）临床评估躯体症状障碍的一个核心特征是存在一个或多个持续的躯体症状，导致患者痛苦或心理社会功能受损。最常用的针对躯体症状的自评工具是患者健康问卷-15（PHQ-15），包括初级诊疗中常见的15个躯体症状，每个症状评0 分（没有困扰）、1 分（有些困扰）或2 分（非常困扰）。根据总分划分躯体症状的程度，＜4分为轻微，5～9 分为轻度，10～14分为中度，15～30 分为重度。更高的严重程度与更差的职业和社会功能、更多的医疗使用、更多的焦虑和抑郁症状有关。躯体症状障碍的另一个核心特征是与躯体症状或健康相关的过度思虑、担心或行为。对这一特征的自评工具：躯体症状障碍B标准量表（SSD-12）是为操作化躯体症状障碍诊断B 标准开发的自评量表，包含12 个条目（认知、情感、行为各 4 个），每个条目包括 0 分（无）、1分（偶尔）、2分（有时）、3 分（经常）、4 分（频繁）5个等级。总分为0～48 分。可用于躯体症状障碍的快速筛查和治疗效果监测。在中国综合医院患者中测得的界值为16 分。需要注意，对筛查阳性的患者需要上述深入的临床访谈去确认是否符合临床诊断。,"[0.0002, 276.0002, 277.0002, 280.0002]",3.0,躯体症状障碍的临床特征包括躯体症状造成的痛苦感和过度思虑、担心、行为，需综合评估症状、患病观念、功能状态等。使用PHQ-15和SSD-12进行评估。
281.0002,四、诊断及鉴别诊断,（一）诊断要点1.患者具有持续或反复出现的躯体症状，症状可以为一个或多个，也可以为不固定的症状，但有症状的状态是持续的（通常超过6 个月），这些症状通常不是应激紧张时引发的生理反应或者植物神经症状。2.躯体症状本身引起显著的关注和困扰，如过度关注和担心，反复就医和寻求检查。3.躯体症状及其所致心理行为反应导致患者过度认知，并伴随显著内心痛苦或影响到其生活、工作、社交等重要功能。4.通过 SCID 定式访谈可以对躯体症状障碍进行诊断，更多用于研究。以下情况建议单独做标注：（1）躯体症状以疼痛为主要表现；（2）严重程度；（3）持续超过6个月的具体病程。（二）鉴别诊断1.伴躯体症状的抑郁障碍抑郁障碍常伴随乏力、胃肠不适等躯体症状，并对躯体症状有过分的担心，需要仔细评估是否存在抑郁的核心症状：情绪低落和兴趣减退。如果躯体症状及过分的认知、情绪和行为反应只存在于抑郁发作的急性期，则不做独立的躯体症状障碍诊断。2.焦虑障碍焦虑障碍和躯体症状障碍均可能有较高的焦虑水平，躯体症状障碍的焦虑往往针对躯体症状和症状相关的健康担忧；而焦虑障碍担心的范畴更广，精神焦虑也更显著，如对其他生活领域的担心，或者健康方面的担忧超出症状以外，例如，症状已经消失了，仍担心未来可能出现疾病。3.原发疾病焦虑障碍躯体症状障碍和疾病焦虑障碍都有过分关注躯体症状、过分的担心和求医行为，引起痛苦和功能损害。疾病焦虑障碍的躯体症状不突出，患者对于患病的先占观念是主要特征。4.分离转换障碍分离转换障碍和躯体症状障碍都可以表现为躯体不适的症状，患者本人对于症状的关注度和反应常常有助于进行鉴别，躯体症状障碍的患者过分关注躯体症状，反应强烈，而分离转换障碍的患者多表现出对症状的漠视。5.躯体变形障碍躯体变形障碍和躯体症状障碍的患者都表现出与躯体相关的过度思考、情绪反应和行为，都表现出痛苦和功能受损。这两种疾病之间的主要区别是：躯体变形障碍的主要问题是身体特征（丑陋或畸形）外观上存在可感知的缺陷，而躯体症状障碍的主要症状是一种或多种生理症状。6.做作性障碍做作性障碍患者也常以躯体主诉就医、住院、寻求治疗、甚至手术，但与躯体症状障碍的特征性区别是：做作性障碍的患者夸大症状表现，甚至编造病史、自我制造症状和体征。（三）共病问题躯体症状障碍可以有各种躯体疾病或者精神障碍共病，例如躯体症状障碍共病抑郁发作，临床诊断标注共病有助于指导进一步的治疗。,"[0.0002, 276.0002, 277.0002, 281.0002]",3.0,持续或反复出现的躯体症状，导致过度关注和困扰，需排除其他精神障碍。可能与抑郁、焦虑、分离转换、躯体变形、做作性障碍等鉴别。共病问题需注意。
282.0002,五、治疗原则和策略,（一）总体治疗和疾病管理目标1.减少或减轻症状；2.减少心理社会应激；3.减少或减轻日常功能损害；4.减少不合理医疗资源使用。（二）危险因素管理1.积极治疗躯体疾病和精神障碍共病；2.管理应激；3.减少和管理医源性危险因素（表 10-1）。（三）综合治疗原则和方案1.以患者为中心的医患关系是治疗的基础；2.心身并重的处置原则；3.对共病给予适当的治疗；4.治疗任务分阶段制定。（1）治疗初期：建立相互信任的医患关系。①接受患者对症状的关注、担忧和相应的行为；②对患者痛苦的共情和理解、包容；③积极解释症状：功能性、无害性、躯体压力；④协商合理的治疗目标。（2）治疗中期：建立对症状心身联系的理解。①了解患者对躯体疾病的担心，一起回顾躯体检查，纠正患者对疾病的错误认知；②心理教育：解释症状的功能性，可借助常见生理现象帮助患者理解躯体症状；③引入心理生理反应的概念，使患者了解在心理社会因素应激下的躯体反应；④逐渐引入心理社会话题，由患者建立心理社会因素与躯体的联系；⑤关注存在的维持因素，提升患者的自我效能；⑥关注症状，提供可能的应对策略（例如放松治疗、锻炼、认知行为治疗、药物）；⑦减少患者的适应不良性行为：不必要的检查、治疗等；⑧关注患者的心理社会特质，包括成长史和人格因素。（3）治疗后期：建立回归日常生活的信心。①鼓励和支持回归日常生活；②讨论如何应对症状的波动与复发。表 10-1 可能影响躯体症状障碍的医源性因素接诊阶段 不当医源性因素单方面的心理机制解释（缺少对患者主诉的重视，缺少与躯体症状的联系）对疾病的看法认为有“心理学头脑”的患者才能治疗将患者表达躯体不适理解为“阻抗”忽略了患者的社会因素，继发获益诊断过早给出诊断忽略了患者的耻感（“就是想出来的，根本没病”）谈话 缺少对躯体不适与心理的关系的适当解释未了解患者对疾病病因和治疗目标的看法治疗方案 未与患者共同制定治疗方案、目标过于单一，而不是多模式治疗各治疗者之间缺乏沟通忽视用药史或患者自身健康信念药物单纯药物治疗，忽略心理社会因素（四）分级治疗原则和策略根据临床评估对不同严重程度的患者进行分级治疗：1.病情较轻轻度的躯体症状障碍患者由各科室首诊医生进行随访管理，初步解释病情，定期随访，避免过多的躯体检查和转诊，逐步减少不必要的用药。2.病情较重病情较重的躯体症状障碍，各科室首诊医生随访管理，精神/心理专科医生加入治疗随访，给予正式的心理教育，指导放松训练，药物治疗躯体和精神共病。治疗过程中，至少每 3 个月再评估一次症状、诊断、严重程度和治疗效果。3.病情严重需要更加综合的专科治疗，对躯体症状障碍有经验的精神科治疗，相关躯体专科的随诊，纳入康复治疗，必要时可考虑住院治疗。（五）心理治疗目标和原则心理治疗是治疗的一个重要部分。治疗初期需要处理患者对心理治疗的被动和负面态度。具有循证证据的心理治疗包括：①认知行为治疗；②精神动力学治疗；③催眠治疗；④操作行为治疗。心理治疗应是障碍导向的、考虑到背景（共病、社会状况、工作能力）以及躯体和资源导向。躯体导向的治疗元素和放松治疗可以作为总体治疗计划的额外措施，例如生物反馈、渐进性肌肉放松、太极、气功、瑜伽等。（六）药物治疗目前尚无针对躯体症状障碍的特异性药物。临床上常同时应用治疗躯体症状的药物和传统中医药，如合并显著焦虑和抑郁症状，可使用抗焦虑、抗抑郁等精神科药物治疗。1.治疗躯体症状的药物按照各专科疾病的基本方法对症治疗，改善功能（如功能性胃肠病可选择调节胃肠平滑肌收缩力或调节内脏敏感性药物）。2.精神科药物常用药物包括抗焦虑、抗抑郁药。荟萃分析显示，从临床疗效来评价，以减轻症状严重程度为评价指标，与安慰剂相比，以选择性5-羟色胺再摄取抑制剂（SSRI）、5-羟色胺和去甲肾上腺素再摄取抑制剂（SNRI）为代表的新一代的抗抑郁药物显示有效；三环类抗抑郁药（TCA）与新一代抗抑郁药相比疗效相当；不同 SSRI 抗抑郁药相比以及 SSRI 与 SNRI 抗抑郁药之间相比疗效相当；单一药物治疗（SSRI）与联合用药（SSRI+非典型抗精神病药物）相比，后者疗效可能优于前者。药物治疗应从小剂量开始，逐渐滴定增加到有效剂量，同时严密监测药物不良反应。综上所述，目前对躯体症状障碍进行药物治疗应权衡利弊之后使用。临床推荐药物联合社会心理干预的治疗策略。（七）疾病管理多学科合作躯体症状障碍的疾病管理需要躯体专科（或全科）与精神专科密切合作，形成多学科团队。首诊医生或者患者主要躯体症状的接诊医生从诊疗活动的最初就担任起疾病管理的一线力量，需要及早识别和进行处理，进行必要的转诊和会诊。精神科医生在躯体症状障碍的疾病管理方面具有专业优势，包括对于疾病识别、医患关系、心理干预和药物治疗的指导。多学科团队可以包括多个不同的专业，对于躯体症状障碍而言，团队需要保持彼此沟通和治疗意见的一致。患者需要定期随访，首诊医生或者患者主要躯体症状的接诊医生主要负责，或者多个专业共同随访。,"[0.0002, 276.0002, 277.0002, 282.0002]",3.0,躯体症状障碍治疗目标包括减轻症状、管理危险因素、综合治疗原则、分级治疗策略、心理治疗、药物治疗和多学科合作。
283.0002,第二节 疾病焦虑障碍,,"[0.0002, 276.0002, 283.0002]",2.0,DSM-5引入的疾病焦虑障碍表现多样，治疗推荐认知行为治疗和抗抑郁药物，需多学科合作，定期随访。
284.0002,一、概述,疾病焦虑障碍（illness anxiety disorder，IAD）是 DSM-5 引入的诊断，可以理解为其中包括了部分既往被诊断为疑病症（hypochondriasis）的患者以及部分既往被诊断为健康焦虑障碍（health anxiety disorder）的患者。DSM-5 删除了疑病症的诊断，既往诊断为疑病症的患者几乎均可诊断为躯体症状障碍（躯体主诉突出）或疾病焦虑障碍（躯体主诉轻微或不存在）。在既往诊断为疑病症的患者中，可以归入 DSM-5 躯体症状障碍和疾病焦虑障碍诊断的患者比例分别约为 75%和 25%。健康焦虑的定义为持续的、不切实际的担心或确信自己患有某种疾病。健康焦虑谱系一端是毫无症状，另一端是严重症状，如疾病焦虑障碍或疑病症。疾病焦虑障碍患者通常会去综合医院各科室就诊，而不是到精神科就诊。,"[0.0002, 276.0002, 283.0002, 284.0002]",3.0,疾病焦虑障碍是DSM-5引入的诊断，包括部分疑病症和健康焦虑患者。患者常到综合医院就诊。
285.0002,二、临床特征和评估,（一）临床特征疾病焦虑的症状多种多样，当关于健康的先占观念引起有临床意义的痛苦或损害时，则考虑为一种疾病。暂时的健康焦虑先占观念并不是疾病焦虑障碍，如“医学生综合征”。中医学生可能会学到某种病时会短时间担心自己是否也有这种病。疾病焦虑障碍的核心特征包括：①即使查体正常、检测结果阴性且医生再三保证，患者仍过分担心罹患某种严重躯体疾病，或坚持认为自己有严重躯体疾病；②几乎没有躯体症状（如果躯体症状明显，则诊断为躯体症状障碍）。患者可能有关于以下内容的先占观念：①特定疾病（如癌症或HIV 感染）；②身体功能（如排便）；③功能的正常变化（如心率或血压的正常变化）；④模糊的躯体感觉（如“心脏无力”）。患者的担忧可能涉及一个或多个器官系统，并且关注的焦点可能逐渐从某一器官或疾病转向另一器官或疾病。不同患者的自知力也各异；一些患者承认其对疾病属于过分恐惧，而另一些患者对自己的信念坚定不移。对所恐惧的疾病的担忧往往成为患者生活的中心，其心理社会功能可能受损。关于疾病的先占观念通常导致医疗服务使用率高，医患关系信任度低，医患双方受挫感都高。普通人群中有健康焦虑症状（持续的、不切实际地担心或确信自己有某种疾病）的个体比没有健康焦虑的个体更可能出现其他精神障碍，包括抑郁障碍、恶劣心境、双相障碍、场所恐惧症、惊恐障碍、社交焦虑障碍、广泛性焦虑障碍、创伤后应激障碍和强迫症。（二）病程基于疑病症和健康焦虑症状的研究，疾病焦虑障碍通常呈慢性且症状有波动，压力大时症状可加重。（三）评估初始评估包括病史采集、体格检查和有重点的实验室检查。在诊断疾病焦虑障碍之前，临床医生需要评估患者有无其他躯体疾病，尤其应重视患者主诉，做到合理排除器质性疾病，以免因患者的焦虑色彩而忽视了患者的躯体问题，同时关注患者之所关注也是与患者建立医患关系的基础。然后是精神疾病史采集和精神状态检查，应询问以下内容：①关于存在严重躯体疾病的恐惧和信念；②什么样的躯体感觉会触发患者的健康焦虑；③患者如何应对焦虑；④自知力程度，即患者是否认识到可能过分关注自己的健康；⑤当前恐惧出现的时间顺序，以及这些恐惧是急性还是慢性的；⑥严重疾病病史，尤其是童年期疾病；⑦当前和既往的医学评估和治疗；⑧患者与当前和既往医生的关系质量；⑨精神科共病，如焦虑、抑郁和其他躯体症状障碍；⑩心理社会功能；?严重疾病的家族史。,"[0.0002, 276.0002, 283.0002, 285.0002]",3.0,疾病焦虑表现多样，核心特征为过度担忧罹患严重疾病，可能影响生活功能。诊断需综合病史、体格检查和精神状态检查。
286.0002,三、治疗原则,对疾病焦虑障碍的主要治疗目标是改善对健康恐惧的应对，而不是消除恐惧。治疗者需要关注医患关系，重视患者对疾病的关注和担忧，对患者痛苦共情和包容，并积极解释和安慰保证，协商合理的治疗目标。在最初治疗疾病焦虑障碍时应遵循的一般原则包括安排定期就诊、认可患者的恐惧、评估和治疗可诊断的一般躯体问题、减少不必要检查和转诊、向患者保证可以排除严重的躯体问题、治疗精神障碍共病、改善患者心理社会功能。若上述一般原则处理之后无改善，心理治疗是有效的。推荐认知行为治疗作为一线治疗。认知技术包括认知重构（例如纠正对健康的不良信念和对健康信息的选择性关注），减少对罹患重大疾病的先占观念；行为技术包括暴露治疗（例如对不适躯体体验的暴露治疗）、行为矫正（例如减少过度就医）。如果心理治疗无效或不可及，推荐抗抑郁药治疗，通常使用 SSRI（如氟西汀或帕罗西汀），SNRI 也合理选择。对疾病焦虑障碍共病焦虑障碍或抑郁障碍的患者，以及因疾病焦虑障碍而功能严重受损的患者，推荐抗抑郁药治疗作为一线治疗。,"[0.0002, 276.0002, 283.0002, 286.0002]",3.0,治疗疾病焦虑障碍的目标是改善对健康恐惧的应对，推荐认知行为治疗和抗抑郁药物治疗。
287.0002,四、多学科合作和随诊,疾病焦虑障碍的治疗和管理需要多学科合作。患者首诊多为治疗躯体疾病的科室，首诊医生需要及早识别患者的过度焦虑，解释安慰的同时进行必要的转诊和会诊。精神科医生可以对疾病识别、医患关系、心理干预和药物治疗给予指导。推荐组成多学科团队，不同专业需要保持沟通和治疗意见的一致。患者需要定期随访，开始应由首诊医生或患者最为关注疾病专业的医生主要负责，或者多个专业共同随访，当患者自知力改善，能够认可精神科治疗后，可过渡到精神科为主的随诊，但对躯体疾病的必要随诊保持开放。,"[0.0002, 276.0002, 283.0002, 287.0002]",3.0,多学科合作治疗焦虑障碍，首诊医生需早识别，转诊精神科医生。建议多学科团队，定期随访，逐步过渡至精神科主导随访。
288.0002,第三节 做作性障碍,,"[0.0002, 276.0002, 288.0002]",2.0,做作性障碍是个体故意伪装疾病，需早期识别。特征包括伪装症状或伤害，无外部动机。治疗以支持和生物反馈为主。
289.0002,一、概述,"做作性障碍是指个体有意制造或伪装疾病，包括伪装躯体疾病、受伤或精神障碍。这类障碍与诈病的区别在于现实中缺乏明显的个人获益或外部奖赏。做作性障碍既可是个体伪造自己患病，也可是伪造他人患病（如子女、配偶或老年人）。做作性障碍的患病率尚不清楚,针对此类障碍的研究不多，因对一些欺骗行为或谎言的识别并不容易。在医疗机构中,估计约 1%的就诊者符合做作性障碍的诊断。病程多为间歇性反复发作，单次发作和持续性病程少见。做作性障碍通常起病于成年早期，常在诊断或治疗某种躯体疾病或精神障碍之后。因患者反复寻求治疗，常导致过度的医学检查或误导诊治，因此早期识别此类障碍十分重要。","[0.0002, 276.0002, 288.0002, 289.0002]",3.0,做作性障碍是个体故意伪装疾病，不同于诈病，患病率不明，需早期识别以避免过度治疗。
290.0002,二、病因因素及心理病理机制,"做作性障碍患者欺骗行为的动机几乎均为模糊不清,通常看不到伪装有病的原因或理由，推测可能存在内在复杂的心理病理机制,如患者身份可获得特殊关照或满足感（心理获益）。此类患者固有的防御机制、不良的自我认知及过度依赖的特质，常表现出人际关系显著异常或同时患有人格障碍。","[0.0002, 276.0002, 288.0002, 290.0002]",3.0,做作性障碍患者欺骗动机模糊，可能为心理获益，表现人际异常或人格障碍。
291.0002,三、临床特征与评估,"（一）临床特征做作性障碍的基本特征是对自己或他人伪装躯体或心理的症状/体征或伤害。故意伪装疾病并不是为了在现实中获益（如获取钱财），方法可包括伪造、夸大、模仿及诱发（例如伪造医疗记录或实验室检查结果，自致伤害，接触传染性或有毒物质）。虽然可能存在先前的疾病或障碍,但病情被夸大或歪曲，或伪造新的症状，或诱导损伤，常使医务人员误认为该患者（或其他人）的疾病或损害更加严重,从而导致过度的临床干预。（二）临床评估通过观察、分析医疗记录及与他人的访谈，确定患者是否提供或伪造了虚假信息，特别是当临床表现和检查结果自相矛盾或治疗转归出现难以解释的变化时，应考虑做作性障碍的可能性（须获得伪装证据）。患者个性特征、防御方式及人际关系的评估也可为诊断提供参考。","[0.0002, 276.0002, 288.0002, 291.0002]",3.0,做作性障碍的特征包括伪装症状或伤害，不为获益。临床评估需观察医疗记录、访谈，考虑患者提供的信息是否真实。
292.0002,四、诊断及鉴别诊断,"诊断分为两种亚型：对自身的做作性障碍，对他人的做作性障碍。（一）诊断要点1.伪造心理或躯体症状或体征,或故意诱导损伤或疾病，以此寻求治疗或在他人面前表现出有病或受伤；2.即使没有明显外部犒赏,欺骗行为也显而易见；3.患者行为不能用其他精神障碍来解释,如妄想障碍或其他精神病性障碍 (“对他人的做作性障碍”诊断是针对造假者或施虐者，而非受害者)。（二）鉴别诊断主要与诈病鉴别，诈病的特征是为了个人获益（如钱财、逃避惩罚、脱岗）而故意伪装病症,而做作性障碍的患者即使在没有明显外部动机情况下,伪装行为仍旧持续。在与躯体症状障碍、转换障碍及边缘型人格障碍鉴别时，缺乏明显外部动机的伪装/欺骗仍是鉴别要点。","[0.0002, 276.0002, 288.0002, 292.0002]",3.0,做作性障碍分为对自身和对他人两种类型，主要特征是伪装症状或损伤，无明显外部动机。与诈病等其他障碍鉴别时，缺乏外部动机是关键。
293.0002,五、治疗原则和策略,"尚无研究证明哪种类型的治疗最好。支持治疗或生物反馈能帮助部分患者。直接对质或指责可能会导致患者产生防御反应,或转向其他医生或医院。与此类患者建立良好的医患关系具有一定挑战性。在有益的医患关系中，医生需要尽可能给予共情式和问题解决式的反馈，包括以下几点：①强调患者需要帮助；②避免表达愤怒、负面评价患者及惩罚性举动；③向患者保证他们能获得一般性医疗服务和支持；④并不需要患者坦白才开始治疗和处理；⑤讨论全部的鉴别诊断，而不仅仅只讨论做作性障碍；⑥提供一些无伤害性的干预措施（如渐进式放松或冥想），这些措施可以作为当前一般性医疗服务的强化扩增项目；⑦多关注患者所面临的压力，少关注其欺骗和装病行为，向患者解释：复杂和令人困惑的躯体症状会让人感到有压力，这会对健康造成不良影响，可以提供精神科治疗来缓解压力。早期诊断是最重要的干预措施之一,因为未被发现的做作性障碍会使患者面临额外的、具有潜在风险的干预，避免医源性疾病发生是治疗的关键。","[0.0002, 276.0002, 288.0002, 293.0002]",3.0,尚无最佳治疗方式，支持治疗和生物反馈有帮助。建立良好医患关系，强调共情和问题解决反馈。早期诊断至关重要。
294.0002,六、多学科合作管理和随诊,"做作性障碍诊治困难,非常需要精神科、躯体疾病专科医生之间的团队合作，不同专业应该进行公开而明确的交流，医生团队需要制定现实的管理目标，而非强调各自的医疗规范，逼迫患者承认假装的行为或放弃患者。能够做到规律随访非常重要，专业指导和团队支持下的随访有利于有效管理患者，减少医源性损害，减少患者穿梭于不同医疗机构和医生之间，并利用其他机构或医生的医疗记录再次伪造新的医疗“证据”。亲自随访和处置做作性障碍患者对任何医生都有难度，包括精神科医生在内的合作团队需要给予医生情感层面、医患关系层面和治疗策略层面上的支持。","[0.0002, 276.0002, 288.0002, 294.0002]",3.0,多学科团队合作是关键，制定现实管理目标，规律随访和支持患者，避免医源性损害，提供医生情感和治疗支持。
295.0002,第四节 影响其他躯体疾病的心理因素,,"[0.0002, 276.0002, 295.0002]",2.0,PFAOMC是DSM-5心理障碍，影响躯体疾病，需综合干预，包括识别、评估、干预管理，建议精神科医生会诊，多学科合作管理。
